accBeginTime,accEndTime,ag,date,estTechDur,geoGrp,jcat,jobType,latitude,longitude,pri,refWrid,seq,skills,turf,wc,wrid
2019-03-12T12:00:00.000Z,2019-03-12T20:00:00.000Z,FL_WEST_DADE_T,2019-03-12,120,TFS_FL_S_WEST_NORTH_DADE_T,CAB-INTERM,MBFX9XX,25.844274,-80.228313,,273057932,,"['CAB-INTERM', 'CABLE', 'CABLE-B']",FL_MIAM_NORTHSIDE_T,305237,136528576
2019-03-21T12:00:00.000Z,2019-03-22T00:00:00.000Z,GA_ATL_EAST_T,2019-03-21,91,TFS_GA_LILBURN_T,ADSL,IRNT,33.86947,-84.19128,,273726973,,['ADSL'],GA_TUCKER_T,770304,136863486
2019-03-21T11:00:56.000Z,2019-03-21T22:00:50.000Z,GA_ATL_EAST_T,2019-03-21,85,TFS_GA_LILBURN_T,ADSL,IRND,33.86947,-84.19128,,273726973,,['ADSL'],GA_TUCKER_T,770304,136863487
2019-03-21T13:00:00.000Z,2019-03-21T20:00:00.000Z,GA_ATL_EAST_T,2019-03-21,80,TFS_GA_WOODLAND_T,POTS,MBEZXXX,33.839383,-84.383111,,273732592,,['POTS'],GA_BUCKHEAD_T,404294,136864961
2019-03-21T13:00:00.000Z,2019-03-21T20:00:00.000Z,GA_ATL_EAST_T,2019-03-21,80,TFS_GA_WOODLAND_T,POTS,MBEZXXX,33.839383,-84.383111,,273732592,,['POTS'],GA_BUCKHEAD_T,404294,136867631
2019-03-21T12:00:00.000Z,2019-03-21T21:00:00.000Z,GA_ATL_EAST_T,2019-03-21,86,TFS_GA_DECATUR_T,POTS,MCEXXXX,33.770965,-84.281603,,273759294,,['POTS'],GA_EAST_LAKE_T,404286,136880272
2019-03-21T12:00:00.000Z,2019-03-21T21:00:00.000Z,GA_ATL_EAST_T,2019-03-21,86,TFS_GA_DECATUR_T,POTS,MCEXXXX,33.770965,-84.281603,,273759294,,['POTS'],GA_EAST_LAKE_T,404286,136879022
2019-03-21T11:00:56.000Z,2019-03-21T22:00:50.000Z,GA_ATL_EAST_T,2019-03-21,78,TFS_GA_STONE_MOUNTIAN_T,ADSL,IRNX,33.81947,-84.2384,,273160355,,['ADSL'],GA_INDIAN_CREEK_T,404285,136580520
2019-03-21T11:00:56.000Z,2019-03-21T22:00:50.000Z,GA_ATL_EAST_T,2019-03-21,100,TFS_GA_STONE_MOUNTIAN_T,ADSL,IREXXOS,33.81947,-84.2384,,273160355,,['ADSL'],GA_INDIAN_CREEK_T,404285,136579835
2019-03-21T11:00:56.000Z,2019-03-21T22:00:50.000Z,GA_ATL_EAST_T,2019-03-21,79,TFS_GA_STONE_MOUNTIAN_T,ADSL,IRND,33.818371,-84.24268,,273769994,,['ADSL'],GA_INDIAN_CREEK_T,404285,136885263
2019-03-21T12:00:00.000Z,2019-03-22T00:00:00.000Z,GA_ATL_EAST_T,2019-03-21,84,TFS_GA_STONE_MOUNTIAN_T,ADSL,IRNT,33.818371,-84.24268,,273769994,,['ADSL'],GA_INDIAN_CREEK_T,404285,136884731
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,105.0,TFS_TX_HOU_CEN_EAST_T,CHRONIC,MBEX9XX,29.81816,-95.30691,,301321265,,['CHRONIC'],TX_HSTN_N_NEPTUNE_T,713633,100440274
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,127.0,TFS_TX_HOU_CEN_EAST_T,CHRONIC,MBNX9XX,29.81816,-95.30691,,301321265,,['CHRONIC'],TX_HSTN_N_NEPTUNE_T,713633,100440340
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,105.0,TFS_TX_HOU_CEN_EAST_T,CHRONIC,MBEX9XX,29.81816,-95.30691,,301321265,,['CHRONIC'],TX_HSTN_N_NEPTUNE_T,713633,100440651
2019-04-03T12:00:00.000Z,2019-04-04T01:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,76.0,TFS_TX_HOU_CEN_CHANVW_EHOU_T,POTS,MBERP2,29.808794,-95.120492,,198994406,,['POTS'],TX_HSTN_CHANNELVW_T,281452,100272055
2019-02-22T14:00:59.000Z,2019-02-23T02:00:03.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,122.0,TFS_TX_HOU_CEN_CHANVW_EHOU_T,POTS,ICEXIOX,29.808794,-95.120492,,198994406,,['POTS'],TX_HSTN_CHANNELVW_T,281452,98722351
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,97.0,TFS_TX_HOU_CEN_CENTRL_T,POTS,MCEXXXX,29.665177,-95.348828,,301319352,,['POTS'],TX_HSTN_REPUBLIC_T,713734,100439598
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,97.0,TFS_TX_HOU_CEN_CENTRL_T,POTS,MCEXXXX,29.665177,-95.348828,,301319352,,['POTS'],TX_HSTN_REPUBLIC_T,713734,100439783
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,97.0,TFS_TX_HOU_CEN_CENTRL_T,POTS,MCEXXXX,29.665177,-95.348828,,301319352,,['POTS'],TX_HSTN_REPUBLIC_T,713734,100439971
2019-04-03T13:00:00.000Z,2019-04-03T23:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,93.0,TFS_TX_HOU_CEN_EAST_T,IP-SVCS,IRJFOC,29.761444,-95.348248,,200723896,,['IP-SVCS'],TX_HSTN_CAPITOL_T,713222,100378790
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,145.0,TFS_TX_HOU_CEN_EAST_T,IP-SVCS,IRJFO1,29.761444,-95.348248,,200723896,,['IP-SVCS'],TX_HSTN_CAPITOL_T,713222,100345106
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,145.0,TFS_TX_HOU_CEN_NORTHWEST_T,IP-SVCS,IRJFO1,29.640114,-95.496445,,200785954,,['IP-SVCS'],TX_HSTN_PARKVIEW_T,713723,100390707
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,145.0,TFS_TX_HOU_CEN_NORTHWEST_T,IP-SVCS,IRJFO1,29.640114,-95.496445,,200785954,,['IP-SVCS'],TX_HSTN_PARKVIEW_T,713723,100395247
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,94.0,TFS_TX_HOU_CEN_EAST_T,POTS,MCEXXXX,29.759431,-95.369953,,301320391,,['POTS'],TX_HSTN_CAPITOL_T,713222,100439787
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,94.0,TFS_TX_HOU_CEN_EAST_T,POTS,MCEXXXX,29.759431,-95.369953,,301320391,,['POTS'],TX_HSTN_CAPITOL_T,713222,100440260
2019-04-03T13:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,94.0,TFS_TX_HOU_CEN_EAST_T,POTS,MCEXXXX,29.759431,-95.369953,,301320391,,['POTS'],TX_HSTN_CAPITOL_T,713222,100440344
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,92.0,TFS_TX_HOU_CEN_EAST_T,ADSL,MBEXXLX,29.760237,-95.36935,,200872931,,['ADSL'],TX_HSTN_CAPITOL_T,713222,100435842
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,92.0,TFS_TX_HOU_CEN_EAST_T,POTS,MBEXXXX,29.760237,-95.36935,,200872931,,['POTS'],TX_HSTN_CAPITOL_T,713222,100437089
2019-04-03T17:00:00.000Z,2019-04-03T21:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,250.0,TFS_TX_HOU_CEN_CHANVW_EHOU_T,IP-SVCS,IRJ5F17,29.79411,-95.191029,,200811492,,['IP-SVCS'],TX_HSTN_GLENDALE_T,713453,100360095
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_CENTRAL_HOUSTON_T,2019-04-03,250.0,TFS_TX_HOU_CEN_CHANVW_EHOU_T,IP-SVCS,IRJ5F17S,29.79411,-95.191029,,200811492,,['IP-SVCS'],TX_HSTN_GLENDALE_T,713453,100451397
2019-04-02T20:15:00.000Z,2019-04-02T22:15:00.000Z,TX_BEAUMONT_T,2019-04-03,23.0,TFS_TX_BMT_HEARNE_CALV_T,CO,NDSCR,30.879786,-96.595444,,200895446,,"['CO', 'CO-M', 'CO-MPOTS', 'CO-POTS']",TX_HEARNE_T,979279,100443542
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_HEARNE_CALV_T,IP-SVCS,MRJFO,30.879786,-96.595444,,200895446,,['IP-SVCS'],TX_HEARNE_T,979279,100451904
2019-04-03T13:00:00.000Z,2019-04-03T17:00:00.000Z,TX_BEAUMONT_T,2019-04-03,145.0,TFS_TX_BMT_HUNTSV_MADSNV_T,IP-SVCS,IRJFO1,30.721725,-95.549033,,200820169,,['IP-SVCS'],TX_HUNTSVILLE_T,936291,100374335
2019-04-02T21:01:23.000Z,2019-04-03T17:00:00.000Z,TX_BEAUMONT_T,2019-04-03,91.0,TFS_TX_BMT_HUNTSV_MADSNV_T,FIBER,MRB5HAG,30.721725,-95.549033,,200820169,,['FIBER'],TX_HUNTSVILLE_T,936291,100445834
2019-04-02T21:33:00.000Z,2019-04-03T05:33:00.000Z,TX_BEAUMONT_T,2019-04-03,3.0,TFS_TX_BMT_TRMNL_SOURLK_T,CO,PWMCT,30.140411,-94.418617,,200894634,,"['CO', 'CO-M', 'CO-MPOTS', 'CO-POTS']",TX_SOUR_LAKE_T,409287,100447308
2019-04-02T21:34:00.000Z,2019-04-03T05:34:00.000Z,TX_BEAUMONT_T,2019-04-03,3.0,TFS_TX_BMT_TRMNL_SOURLK_T,CO,PWMCT,30.140411,-94.418617,,200894634,,"['CO', 'CO-M', 'CO-MPOTS', 'CO-POTS']",TX_SOUR_LAKE_T,409287,100447326
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_CLE_SPLEND_T,POTS,MBEZXXX,30.287344,-95.125286,,301323155,,['POTS'],TX_CLEVELAND_T,281592,100440263
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_CLE_SPLEND_T,POTS,MBEZXXX,30.287344,-95.125286,,301323155,,['POTS'],TX_CLEVELAND_T,281592,100440442
2019-04-03T13:00:00.000Z,2019-04-03T22:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_CLE_SPLEND_T,POTS,MBEZXXX,30.287344,-95.125286,,301323155,,['POTS'],TX_CLEVELAND_T,281592,100442450
2019-04-03T12:00:00.000Z,2019-04-03T22:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_TOMB_PINE_KLEIN_T,POTS,MBEXXXX,30.070671,-95.610564,,200870508,,['POTS'],TX_TOMBALL_255_T,281351,100435251
2019-04-03T12:00:00.000Z,2019-04-03T22:00:00.000Z,TX_BEAUMONT_T,2019-04-03,87.0,TFS_TX_BMT_TOMB_PINE_KLEIN_T,POTS,MBEXXXX,30.070671,-95.610564,,200870508,,['POTS'],TX_TOMBALL_255_T,281351,100435257
2019-04-03T17:00:00.000Z,2019-04-03T21:00:00.000Z,TX_BEAUMONT_T,2019-04-03,94.0,TFS_TX_BMT_TOMB_PINE_KLEIN_T,ADSL,MRE7X,29.998858,-95.622799,,200875187,,['ADSL'],TX_TOMBALL_KLEIN_T,281376,100436055
2019-04-03T12:00:00.000Z,2019-04-03T21:00:00.000Z,TX_BEAUMONT_T,2019-04-03,101.0,TFS_TX_BMT_TOMB_PINE_KLEIN_T,CHRONIC,MREX9LX,29.998858,-95.622799,,200875187,,['CHRONIC'],TX_TOMBALL_KLEIN_T,281376,100439132
2019-04-03T12:00:00.000Z,2019-04-04T01:00:00.000Z,TX_BEAUMONT_T,2019-04-03,83.0,TFS_TX_BMT_KNTZ_LUMB_BUNA_T,POTS,MREXXXI,30.436167,-93.965507,,200726300,,['POTS'],TX_BUNA_T,409994,100427291
2019-04-03T17:00:00.000Z,2019-04-03T21:00:00.000Z,TX_BEAUMONT_T,2019-04-03,117.0,TFS_TX_BMT_KNTZ_LUMB_BUNA_T,U-IPDSLAM,IRJLIXX,30.436167,-93.965507,,200726300,,"['U-IPDSLAM', 'U-IPDSLM-R']",TX_BUNA_T,409994,100299009
